Завод,Год отгрузки,Месяц,Дата фактической отгрузки,Цех,Стан,МЗК,Получатель МЗК,ОХ,Обозначение ВнешГрМт,Краткое наименование материала,Полное наименование материала,НТД трубы,НД на покрытие,НД на внутреннее покрытие,"Диаметр наружный, мм","Размер 1, мм","Размер 2, мм","Стенка, мм","Длина трубы, мм",Марка стали,Группа прочности,Тип Резьбы,Высадка,Признак термообрабоки,Вид труб-М1,Вид труб-М2,Вид труб-М3 Вид бизнеса,Вид труб-М4-Спец,"Вес, тн.",Валюта Документа,Валютный курс с/ф ТД,"Стоимость ТД без НДС, руб.","Цена ТД без НДС, руб./тн.",Инкотермс,"Инкотермс, Место",Код ТН ВЭД,Номер ГТД,Дата ГТД,Отдел Сбыта,ПФМ Код,ПФМ Текст,Куратор,Спецификация ТД-клиент,Внутр.номер Получателя,ОКПО получателя,ИНН получателя,Получатель,Адрес Получателя,Город Получателя,Регион Получателя,Страна Получателя,Станция назначения,Тип отгрузки,Внутр.номер Плательщика,ОКПО плательщика,ИНН плательщика,Плательщик,Город Плательщика,Страна Плательщика,ОКПО основного потребителя,Основной Потребитель,Регион ПОСТАВКИ РФ,Фед.округ РФ/ Регион мира,Страна назначения,Направление отгрузки,Отрасль Основного Потребителя,Подотрасль Основного Потребителя,Подотрасль потребителя 2 /продукт,Холдинги,Металлотрейдер,№ строки,Получатель рабочее наименование,Плательщик рабочее наименование,ЗРУ из КД,ИГК из КС,"Количество, м","Количество, шт.",Вид трубы Бизнес (M1),Сегмент Бизнес (M3)
ВТЗ,2025,Февраль,2025-02-20 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 45 219 25,"Трубы горячедеформированные общего назначения D219,00 X S25,00 ГОСТ 8732-78/8731-74, МСт 45, ГрПст В, М/Д: 6600 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,219,,,25,,45,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,19.119,RUB,"1,00000",1911900,100000,EXW,"АО ""ВТЗ""",,,,,БН ПП,ОП_ПМП,ЗУЕВ Н.А.,,11003184,93557965,3301019723,"Акционерное общество ""Александровский завод бурового оборудования""","601651, область Владимирская, район Александровский, город Александров, улица Юбилейная, 8",город Александров,Владимирская обл.,Россия,,Самовывоз,11003184,93557965,3301019723,"Акционерное общество ""Александровский завод бурового оборудования""",город Москва,Россия,93557965,Александровский завод бурового оборудования,Владимирская область,Центральный ФО,Россия,РФ,Машиностроение,Буровое и нефтепромысловое,Буровое и нефтепромысловое,-,-,В31876,Александровский завод бурового оборудования,Александровский завод бурового оборудования,,,159.85,24,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-21 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 45 194 19,"Трубы горячедеформированные общего назначения D194,00 X S19,00 ГОСТ 8732-78/8731-74, МСт 45, ГрПст В, М/Д: 5300 Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 8732-78/8731-74,,,194,,,19,,45,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,0.886,RUB,"1,00000",88600,100000,EXW,"АО ""ВТЗ""",,,,ДПВР,БН ПП,ОП_ПМП,ЗУЕВ Н.А.,,11003184,93557965,3301019723,"Акционерное общество ""Александровский завод бурового оборудования""","601651, область Владимирская, район Александровский, город Александров, улица Юбилейная, 8",город Александров,Владимирская обл.,Россия,,Самовывоз,11003184,93557965,3301019723,"Акционерное общество ""Александровский завод бурового оборудования""",город Москва,Россия,93557965,Александровский завод бурового оборудования,Владимирская область,Центральный ФО,Россия,РФ,Машиностроение,Буровое и нефтепромысловое,Буровое и нефтепромысловое,-,-,В31877,Александровский завод бурового оборудования,Александровский завод бурового оборудования,,,10.8,2,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-22 00:00:00,ТПЦ-1,,-,-,,ТрБеcШвнГрДфрМуфтЗгт,ТгдОН ТУ156-64 К 73 11,"Труба 73х11, группа прочности К, ТУ 14-156-64-2015. Длина труб 6000-12000 мм.",ТУ 14-156-64-2015,,,73,,,11,,38Г2СФ,К,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,Муфтовая заготовка,0.825,RUB,"1,00000",84975,103000,CPT,ПУНКТ НАЗНАЧЕНИЯ,,,,,БНР НК,БНР НК,ЧИЖОВ И.А.,,11023530,03484441,5614077156,"Общество с ограниченной ответственностью ""Орский завод нефтяного оборудования""","462409, Оренбургская область, г.о. город Орск, г Орск, ул 2-я Осиновская, д. 9",город Орск,Оренбургская обл.,Россия,,Автотранспорт,11023530,03484441,5614077156,"Общество с ограниченной ответственностью ""Орский завод нефтяного оборудования""",город Москва,Россия,03484441,Орский завод нефтяного оборудования,Оренбургская область,Приволжский ФО,Россия,РФ,Машиностроение,Буровое и нефтепромысловое,Буровое и нефтепромысловое,-,-,В31883,Орский завод нефтяного оборудования,Орский завод нефтяного оборудования,,,47.51,5,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-23 00:00:00,ТПЦ-1,,-,-,,ТрБеcШвнГрДфрМуфтЗгт,"ТгдОН ТУ156-64 Д 187,7 16","Труба 187,7х16, группа прочности Д, ТУ 14-156-64-2015. Длина труб 6000-12000 мм.",ТУ 14-156-64-2015,,,187.7,,,16,,32Г2ФА,Д,,,т/о,Гд Общ,Бесшовные Гд,Бш Пром,Муфтовая заготовка,0.395,RUB,"1,00000",39500,100000,CPT,ПУНКТ НАЗНАЧЕНИЯ,,,,,БНР НК,БНР НК,ЧИЖОВ И.А.,,11023530,03484441,5614077156,"Общество с ограниченной ответственностью ""Орский завод нефтяного оборудования""","462409, Оренбургская область, г.о. город Орск, г Орск, ул 2-я Осиновская, д. 9",город Орск,Оренбургская обл.,Россия,,Автотранспорт,11023530,03484441,5614077156,"Общество с ограниченной ответственностью ""Орский завод нефтяного оборудования""",город Москва,Россия,03484441,Орский завод нефтяного оборудования,Оренбургская область,Приволжский ФО,Россия,РФ,Машиностроение,Буровое и нефтепромысловое,Буровое и нефтепромысловое,-,-,В31884,Орский завод нефтяного оборудования,Орский завод нефтяного оборудования,,,5.81,1,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-24 00:00:00,ТПЦ-1,,-,-,,ТрБеcШвнГрДфрМуфтЗгт,"ТгдОН ТУ156-64 Д 187,7 16","Труба 187,7х16, группа прочности Д, ТУ 14-156-64-2015. Длина труб 6000-12000 мм.",ТУ 14-156-64-2015,,,187.7,,,16,,32Г2ФА,Д,,,т/о,Гд Общ,Бесшовные Гд,Бш Пром,Муфтовая заготовка,18.775,RUB,"1,00000",1877500,100000,CPT,ПУНКТ НАЗНАЧЕНИЯ,,,,,БНР НК,БНР НК,ЧИЖОВ И.А.,,11023530,03484441,5614077156,"Общество с ограниченной ответственностью ""Орский завод нефтяного оборудования""","462409, Оренбургская область, г.о. город Орск, г Орск, ул 2-я Осиновская, д. 9",город Орск,Оренбургская обл.,Россия,,Автотранспорт,11023530,03484441,5614077156,"Общество с ограниченной ответственностью ""Орский завод нефтяного оборудования""",город Москва,Россия,03484441,Орский завод нефтяного оборудования,Оренбургская область,Приволжский ФО,Россия,РФ,Машиностроение,Буровое и нефтепромысловое,Буровое и нефтепромысловое,-,-,В31885,Орский завод нефтяного оборудования,Орский завод нефтяного оборудования,,,278.79,39,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-25 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20Х 127 16,"Трубы горячедеформированные общего назначения D127,00 X S16,00 ГОСТ 8732-78/8731-74, МСт 20Х, ГрПст В, Н/Д Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 8732-78/8731-74,,,127,,,16,,20Х,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,54.076,RUB,"1,00000",5253294.134,97146.5,FCA,СТ. ТРУБНАЯ ПРИВОЛЖСКОЙ ЖД,,,,,ПП,ПРУ,ЯБЛОКОВА МАРИНА ПАВЛ,,11019143,91851525,5614057287,"Акционерное общество ""Механический завод""","462403, Оренбургская область, г. Орск, пр-кт Мира, д. 4, к. 3А",г. Орск,Оренбургская обл.,Россия,НИКЕЛЬ,Ж/д транспорт,11019143,91851525,5614057287,"Акционерное общество ""Механический завод""",г. Орск,Россия,91851525,Механический завод,Оренбургская область,Приволжский ФО,Россия,РФ,Машиностроение,Машиностроение.Прочее,-,-,-,В31888,Механический завод,Механический завод,1,2224187417982412237206829,1234.59,143,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-26 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 180 25,"Трубы горячедеформированные общего назначения D180,00 X S25,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 5000 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,180,,,25,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,5.795,RUB,"1,00000",620777.49525,107122.95,CPT,Г. БРЯНСК,,,,,ТД ТМК ПП,ПРУ,НАЗАРОВА И.С.,,16006311,29864419,6952314788,"Обособленное подразделение ""ООО КСК Металлкомплект Брянск""","170039, Тверская обл., г. Тверь, ул. Паши Савельевой, дом 45, помещение 308",г. Брянск,Брянская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,29864419,КСК Металлкомплект Брянск,Брянская область,Центральный ФО,Россия,РФ,Машиностроение,Металлообработка,-,-,ТД ТМК,В31891,КСК Металлкомплект Брянск,ТД ТМК,,,61.56,9,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-27 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 146 25,"Трубы горячедеформированные общего назначения D146,00 X S25,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/Д Обрезка плазмой",ГОСТ 8732-78/8731-74,,,146,,,25,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,5.285,RUB,"1,00000",566144.79075,107122.95,CPT,Г. БРЯНСК,,,,,ТД ТМК ПП,ПРУ,НАЗАРОВА И.С.,,16006311,29864419,6952314788,"Обособленное подразделение ""ООО КСК Металлкомплект Брянск""","170039, Тверская обл., г. Тверь, ул. Паши Савельевой, дом 45, помещение 308",г. Брянск,Брянская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,29864419,КСК Металлкомплект Брянск,Брянская область,Центральный ФО,Россия,РФ,Машиностроение,Металлообработка,-,-,ТД ТМК,В31892,КСК Металлкомплект Брянск,ТД ТМК,,,70.95,9,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Февраль,2025-02-28 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 83 20,"Трубы горячедеформированные общего назначения D83,00 X S20,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/Д Обрезка плазмой",ГОСТ 8732-78/8731-74,,,83,,,20,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,4.115,RUB,"1,00000",440810.93925,107122.95,CPT,Г. БРЯНСК,,,,,ТД ТМК ПП,ПРУ,НАЗАРОВА И.С.,,16006311,29864419,6952314788,"Обособленное подразделение ""ООО КСК Металлкомплект Брянск""","170039, Тверская обл., г. Тверь, ул. Паши Савельевой, дом 45, помещение 308",г. Брянск,Брянская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,29864419,КСК Металлкомплект Брянск,Брянская область,Центральный ФО,Россия,РФ,Машиностроение,Металлообработка,-,-,ТД ТМК,В31893,КСК Металлкомплект Брянск,ТД ТМК,,,129.21,14,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-01 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 95 24,"Трубы горячедеформированные общего назначения D95,00 X S24,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 7500 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,95,,,24,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,4.015,RUB,"1,00000",466124.7976,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31894,Уральский металлопромышленный центр,ТД ТМК,,,96.97,12,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-02 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 45 152 16,"Трубы горячедеформированные общего назначения D152,00 X S16,00 ГОСТ 8732-78/8731-74, МСт 45, ГрПст В, Н/К: 7500 Обрезка резцом, ТипКонцов: Прямой рез",ГОСТ 8732-78/8731-74,,,152,,,16,,45,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,7.625,RUB,"1,00000",885230.78,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31895,Уральский металлопромышленный центр,ТД ТМК,,,141.04,17,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-03 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 108 25,"Трубы горячедеформированные общего назначения D108,00 X S25,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 8000 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,108,,,25,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,5.69,RUB,"1,00000",660585.3296,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31896,Уральский металлопромышленный центр,ТД ТМК,,,111.64,12,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-04 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 180 25,"Трубы горячедеформированные общего назначения D180,00 X S25,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 7500 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,180,,,25,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,2.62,RUB,"1,00000",304171.1008,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31897,Уральский металлопромышленный центр,ТД ТМК,,,28.2,3,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-05 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 95 24,"Трубы горячедеформированные общего назначения D95,00 X S24,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 7500 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,95,,,24,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,0.675,RUB,"1,00000",78364.692,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31898,Уральский металлопромышленный центр,ТД ТМК,,,16.1,2,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-06 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 127 30,"Трубы горячедеформированные общего назначения D127,00 X S30,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 8000 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,127,,,30,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,4.7,RUB,"1,00000",545650.448,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31899,Уральский металлопромышленный центр,ТД ТМК,,,65.11,8,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-07 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 40Х 203 45,"Трубы горячедеформированные общего назначения D203,00 X S45,00 ГОСТ 8732-78/8731-74, МСт 40Х, ГрПст В, Н/К: 6500 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,203,,,45,,40Х,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,7.105,RUB,"1,00000",878559.89375,123653.75,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31900,Уральский металлопромышленный центр,ТД ТМК,,,41.67,6,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-08 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 219 40,"Трубы горячедеформированные общего назначения D219,00 X S40,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 6000 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,219,,,40,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,8.14,RUB,"1,00000",945020.1376,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31901,Уральский металлопромышленный центр,ТД ТМК,,,45.94,7,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-09 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 09Г2С 102 20,"Трубы горячедеформированные общего назначения D102,00 X S20,00 ГОСТ 8732-78/8731-74, МСт 09Г2С, ГрПст В, Н/Д Обрезка плазмой",ГОСТ 8732-78/8731-74,,,102,,,20,,09Г2С,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,5.12,RUB,"1,00000",614357.2992,119991.66,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Россия, Свердловская область, г.о. город Екатеринбург, ул. Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Самовывоз,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31902,Уральский металлопромышленный центр,ТД ТМК,,,123.81,17,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-10 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 83 20,"Трубы горячедеформированные общего назначения D83,00 X S20,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 7500 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,83,,,20,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,4.935,RUB,"1,00000",572932.9704,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31903,Уральский металлопромышленный центр,ТД ТМК,,,156.41,16,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-11 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 180 25,"Трубы горячедеформированные общего назначения D180,00 X S25,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 7500 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,180,,,25,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,5.135,RUB,"1,00000",596152.1384,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31904,Уральский металлопромышленный центр,ТД ТМК,,,55.12,6,Гд Общ,Бш Пром/Seamless Ind
ВТЗ,2025,Март,2025-03-12 00:00:00,ТПЦ-1,,-,-,,ТрБесШвнГрДфрОбщНзнч,ТгдОН ГОСТ8731 20 127 30,"Трубы горячедеформированные общего назначения D127,00 X S30,00 ГОСТ 8732-78/8731-74, МСт 20, ГрПст В, Н/К: 8000 Обрезка плазмой",ГОСТ 8732-78/8731-74,,,127,,,30,,20,,,,без т/о,Гд Общ,Бесшовные Гд,Бш Пром,-,1.185,RUB,"1,00000",137573.5704,116095.84,CPT,Г. ЕКАТЕРИНБУРГ,,,,,ТД ТМК ПП,ПРУ,ИВАНОВА И.В.,,11021742,87832290,6674306564,"Общество с ограниченной ответственностью ""Уральский металлопромышленный центр""","620109, Свердловская область, г.о. город Екатеринбург, г Екатеринбург, ул Татищева, стр. 49А, офис 904",г Екатеринбург,Свердловская обл.,Россия,,Автотранспорт,4100,52710981,7729392616,"Акционерное общество ""Торговый дом ""ТМК""",г. Екатеринбург,Россия,87832290,Уральский металлопромышленный центр,Свердловская область,Уральский ФО,Россия,РФ,Торгово-посреднические организации,ТПО,Локальный трейдер,-,ТД ТМК,В31905,Уральский металлопромышленный центр,ТД ТМК,,,16.37,2,Гд Общ,Бш Пром/Seamless Ind
